seg_id,time_to_failure
seg_185ad6,5.5197
seg_18d1d0,3.30839
seg_18d307,2.3031979
seg_18f633,2.2208557
seg_18f853,2.3844643
seg_18fb65,2.8814483
seg_193404,6.141774
seg_19515c,3.546783
seg_195eda,3.5572386
seg_1969c8,5.295729
seg_19b08e,2.3962014
seg_19b9dd,5.4033384
seg_19e1ff,3.9438097
seg_19ec5c,7.227398
seg_1a0e94,7.412261
seg_1a0eca,4.2641845
seg_1a671a,2.810135
seg_1a791c,2.955313
seg_1a8e06,2.6847358
seg_1a8f0d,3.647629
seg_1a8f2c,4.870713
seg_1abcaf,3.1746845
seg_1ac9e2,2.7647214
seg_1ae362,7.632449
seg_1afa29,2.8074965
seg_1b08a4,4.4654903
seg_1b1ad8,2.9245346
seg_1b2298,4.7419214
seg_1b78af,3.0932646
seg_1baf33,2.9795587
seg_1bd38e,5.4706707
seg_1bf7b3,1.6468598
seg_1c401b,4.56207
seg_1c4c5b,4.7547054
seg_1c4e72,3.2995415
seg_1c849d,3.9179258
seg_1c904f,2.691436
seg_1c929e,2.5772166
seg_1cb942,8.006938
seg_1cd352,3.7867758
seg_1cf1b5,1.6711444
seg_1d044c,3.2221334
seg_1d11e5,2.492009
seg_1d596d,2.7141523
seg_1d980f,2.8372946
seg_1da819,1.869123
seg_1db443,3.8962982
seg_1db8e8,6.4599504
seg_1dec9c,6.751757
seg_1e0523,2.3334434
seg_1e0b82,6.860544
seg_1e572b,5.8203373
seg_1e617a,2.4018986
seg_1e61d6,1.9808309
seg_1e677e,4.6395593
seg_1eae76,5.5871396
seg_1ebe6b,2.3593967
seg_1ece48,2.664398
seg_1eeb8f,3.0891664
seg_1ef708,2.98757
seg_1f1e60,7.22534
seg_1f3d44,5.6252418
seg_1f3ede,1.9966685
seg_1f5240,3.385759
seg_1f7cf8,3.2422886
seg_1f9aed,3.44075
seg_1fa983,2.5634959
seg_1fc7ab,3.7818663
seg_1fe311,6.5842476
seg_2005a7,3.5685868
seg_2018c8,7.275711
seg_204dc6,2.7621245
seg_208ba5,2.5310116
seg_2099f4,4.026133
seg_20a990,2.4697688
seg_20b8d0,4.3993793
seg_20cbac,2.5504851
seg_20cc25,1.5190367
seg_20d9de,7.0243587
seg_20e9ad,2.7610083
seg_210388,4.023157
seg_211299,3.939907
seg_211486,7.350811
seg_214492,1.7034383
seg_217eed,2.8880856
seg_218049,2.3091702
seg_21eebb,2.7703848
seg_21faa9,7.4032135
seg_222c5f,2.6691601
seg_225320,7.2410746
seg_226e60,5.8199744
seg_229eda,5.7984486
seg_22e509,2.5942612
seg_2313d1,4.089553
seg_232559,6.315018
seg_23323e,3.10869
seg_2367fb,5.115665
seg_238242,4.421603
seg_2383c2,3.8611002
seg_2396a2,2.508745
seg_23b123,7.310015
seg_23bdf9,3.9668705
seg_23c947,0.93210363
seg_23efb0,3.3116581
seg_23f823,2.1054716
seg_23fe27,6.5701637
seg_241266,2.9055958
seg_24157a,5.157989
seg_24458d,3.798728
seg_2465ce,5.2477183
seg_247262,3.7356884
seg_24ba8d,3.4985628
seg_24c078,5.0325828
seg_24c1c9,2.6446905
seg_24e071,3.3934789
seg_24f338,1.4270746
seg_257b8a,5.2812757
seg_2597af,3.597622
seg_259c63,5.5609026
seg_259d65,3.1911592
seg_259dd3,7.4556212
seg_25aa9f,7.4812527
seg_25ab3f,3.682992
seg_25b38a,5.353258
seg_25c8dc,4.19363
seg_25cca7,6.1453667
seg_25e76d,3.5474257
seg_26049e,6.482378
seg_263deb,2.7644298
seg_263fb3,1.3080457
seg_2642d0,4.3587475
seg_2642d4,4.3099685
seg_264c7d,5.0765953
seg_266805,3.0318563
seg_266c6e,3.1228049
seg_266d4e,4.909517
seg_268249,5.80418
seg_268625,3.0091386
seg_268956,3.6555338
seg_26a2a0,2.6746154
seg_26cba3,2.9529464
seg_26edaa,6.36423
seg_2700bd,3.3399906
seg_272a47,0.87992203
seg_274a1a,3.9152346
seg_2774c4,8.553306
seg_279725,8.135375
seg_27a282,3.9413116
seg_27b7c8,4.913795
seg_27db4d,5.2566733
seg_27de37,4.518986
seg_27f532,6.3730626
seg_27ff17,4.2943974
seg_280863,2.0025215
seg_280e3b,3.10967
seg_284223,4.2863812
seg_284923,7.4677777
seg_287e60,3.6648138
seg_287fef,2.9277616
seg_288001,3.4200704
seg_2883ec,5.3175073
seg_289d99,1.7787439
seg_28fc32,4.3675265
seg_29022f,4.4088793
seg_2916e3,5.992309
seg_293dbf,2.977575
seg_293dc2,2.3139346
seg_29475f,3.042392
seg_295b1c,6.8896513
seg_2977cd,3.430945
seg_29a073,2.2378397
seg_29acb7,2.7913778
seg_29c772,3.985903
seg_29c906,2.6355717
seg_29d497,3.9698253
seg_29d4c6,7.6317244
seg_29e799,5.0438085
seg_2a0ace,6.0134916
seg_2a0afc,2.3990123
seg_2a0dc0,6.4788637
seg_2a2f1e,4.318012
seg_2a4551,4.282415
seg_2a6343,4.658653
seg_2a8351,2.0861604
seg_2aa101,3.236667
seg_2abd33,3.992169
seg_2b2cb3,3.429148
seg_2b372b,2.9990194
seg_2b4959,3.8697443
seg_2b6d52,6.6684527
seg_2ba79a,1.6689099
seg_2bcbde,7.251389
seg_2be983,7.235232
seg_2bf5be,6.279466
seg_2bf9dd,5.853124
seg_2c3203,3.6506207
seg_2c5e9f,4.575871
seg_2c6011,3.3180184
seg_2c69e4,5.988431
seg_2c762c,3.9795032
seg_2cac57,7.72232
seg_2cadc0,6.07137
seg_2cdbe3,1.8447254
seg_2d3828,3.9589343
seg_2d402d,3.1811328
seg_2d427f,1.4664979
seg_2d5544,2.6573172
seg_2d7cc4,3.8873656
seg_2d92f0,7.067344
seg_2db7dc,3.3857193
seg_2dc6ff,1.1284887
seg_2dccec,3.6539845
seg_2dcd3a,2.506291
seg_2dcd84,5.72115
seg_2dfb91,2.3644152
seg_2e2372,6.1474605
seg_2e50fb,2.8590808
seg_2e64af,1.8925598
seg_2e71dd,1.9727864
seg_2e88dd,3.2804923
seg_2e917f,3.9887693
seg_2e9a47,4.177578
seg_2ea616,2.2063096
seg_2eccb9,2.7397497
seg_2ece02,3.0809166
seg_2ed79b,4.8281107
seg_2eddf6,7.6950397
seg_2ee95c,7.508168
seg_2efd5c,5.3871717
seg_2f1664,4.940755
seg_2f4f14,4.0820026
seg_2f5695,2.2081609
seg_2f60db,5.8406925
seg_2f86cd,0.7736384
seg_2f8e19,5.567327
seg_2f8f6d,6.431301
seg_2f9336,4.393496
seg_2f9581,2.8453968
seg_2fb672,6.1007547
seg_2fe382,2.318076
seg_301c1e,3.6385443
seg_30207d,5.8648324
seg_304581,3.0342028
seg_304b87,2.2050543
seg_304df5,4.6335883
seg_30501b,6.500786
seg_3065ba,3.1680238
seg_30661b,2.3726997
seg_306756,6.260384
seg_30ad2a,2.7677062
seg_30b043,2.8189027
seg_30da11,2.9827042
seg_30fd84,6.8480153
seg_310230,2.787488
seg_31064b,2.419942
seg_311499,3.0906453
seg_311b5e,2.7893813
seg_3128e6,3.3000693
seg_3151ff,3.8020072
seg_31631c,4.32951
seg_316f86,4.1822815
seg_318135,2.9026659
seg_31a51f,2.494612
seg_31a6cd,2.9361618
seg_31b808,3.698578
seg_31c0f4,7.082202
seg_31d763,3.7587214
seg_31d7bf,2.7375011
seg_31d810,5.277685
seg_31ddc5,6.0951557
seg_3234ca,3.3094769
seg_324447,4.0056973
seg_324537,3.2394614
seg_325790,2.9593544
seg_326eb7,2.8971643
seg_327ed4,2.676837
seg_32906d,2.238
seg_32ad0f,7.9000998
seg_32c904,7.642753
seg_32d747,3.4326568
seg_32e763,1.3086971
seg_32f3a9,4.4479356
seg_32f6df,2.6488278
seg_32f72d,3.360128
seg_32fc4e,7.690637
seg_330579,3.008693
seg_3319b5,7.0728636
seg_331f2b,6.8476734
seg_3340b9,3.8659632
seg_335170,2.1109247
seg_337b8c,3.1028378
seg_339f80,4.090641
seg_33c30d,2.09115
seg_342ce6,6.1226363
seg_343571,4.929765
seg_3452b2,2.490175
seg_34a2b8,3.9641726
seg_34a8f7,7.3183317
seg_34abd2,2.132189
seg_34ef79,3.7086358
seg_3506d6,2.2386558
seg_35269b,7.08079
seg_355717,2.1888351
seg_355d19,7.289925
seg_35a2d7,6.489679
seg_35b009,2.444456
seg_35b753,3.3981688
seg_35ba8f,6.442344
seg_35c587,3.97386
seg_35dd45,6.844841
seg_35ee83,2.9776335
seg_36147d,2.4334648
seg_361f5a,6.3889594
seg_3631ec,2.7118158
seg_3661de,7.9707246
seg_369570,4.9132
seg_36b77f,6.848455
seg_36e32d,6.8502564
seg_3706be,5.0774407
seg_373a04,6.260496
seg_373ba6,2.5257604
seg_37608b,4.3988256
seg_3761d0,2.355917
seg_37669c,2.4160206
seg_376908,2.7559278
seg_377134,2.8177547
seg_3788c5,6.2896905
seg_37bf85,2.830594
seg_37f3fb,3.5613663
seg_38001b,1.1248055
seg_383b6b,4.076037
seg_383f2e,5.673692
seg_3865bc,3.354028
seg_3878d0,3.166517
seg_389906,6.1528416
seg_38ad16,7.2893877
seg_38ee24,3.6388876
seg_392019,3.9695065
seg_39300d,2.3124864
seg_395e0e,6.5444536
seg_397983,5.059862
seg_397dc9,4.7982025
seg_398a25,4.0625677
seg_39a886,3.653306
seg_39ad50,0.67837226
seg_3a1600,3.6136339
seg_3a22ac,3.5640862
seg_3a80c5,4.7609096
seg_3a8a76,2.3370435
seg_3aca44,1.5103593
seg_3adb1a,3.925386
seg_3ae4d9,2.569378
seg_3af649,2.6662688
seg_3b2013,5.0857353
seg_3b30fd,6.2191253
seg_3b4414,1.763237
seg_3b7175,3.292321
seg_3b7724,7.450499
seg_3b95d2,8.175227
seg_3b95dc,2.5262322
seg_3ba485,7.4603643
seg_3bb90a,4.275307
seg_3bc9ed,3.593339
seg_3bd97e,6.670204
seg_3bf9ac,2.4309344
seg_3bfcf6,4.4740043
seg_3c3ddf,5.2818465
seg_3c4106,4.523308
seg_3c64fb,4.0783615
seg_3c8545,3.0817714
seg_3cba49,4.0335236
seg_3cbccf,2.5584173
seg_3ce740,6.2341547
seg_3cfb73,6.592043
seg_3d059a,2.6239135
seg_3d06cc,3.2328603
seg_3d19fc,3.0568578
seg_3d1cb3,3.669751
seg_3d1f2e,3.9837666
seg_3d581c,1.746682
seg_3d6aac,4.8465133
seg_3d6e79,4.242965
seg_3d9aa0,3.5992503
seg_3db0a8,3.066836
seg_3e00cd,6.677403
seg_3e55d5,2.4697492
seg_3e87b4,1.8713919
seg_3ec967,2.4608572
seg_3edf51,3.3276808
seg_3f2086,7.4475203
seg_3f3689,2.5187907
seg_3f3983,5.014658
seg_3f5be6,2.908405
seg_3f80ef,3.4538708
seg_3f99c8,2.0383615
seg_3fb24b,3.747054
seg_3fc7ca,6.355785
seg_3fdae0,3.8215263
seg_407b2b,3.360577
seg_40b3aa,0.7660295
seg_40f810,3.2068882
seg_411225,3.464998
seg_414d0f,4.305133
seg_4185b3,2.4979734
seg_419531,6.181255
seg_419b2a,6.960975
seg_41a267,8.33185
seg_41aadc,3.6880405
seg_41ab7e,5.6341877
seg_41be18,5.9284506
seg_41be7d,4.4458838
seg_41f45e,4.051444
seg_420bcc,4.4118032
seg_420d4e,5.5905704
seg_421a96,3.6740673
seg_421da1,4.918725
seg_423ebe,2.968851
seg_425462,2.5548072
seg_42648c,2.9476798
seg_4280d9,6.689258
seg_428d66,4.070738
seg_42c4c9,3.0755544
seg_42e7e8,6.1631117
seg_42ff14,3.2362742
seg_430e66,4.309845
seg_43383f,4.386355
seg_434c96,2.011666
seg_43597f,2.6672156
seg_43c6f4,5.8331122
seg_440106,7.3185277
seg_4401d8,4.0646772
seg_441c6d,5.9434066
seg_4435bd,3.3911667
seg_447972,3.133096
seg_447b8b,6.259786
seg_447cb3,7.5215473
seg_44d3ca,3.4177792
seg_455b16,2.8152075
seg_456149,6.4735885
seg_457234,7.2412853
seg_45838b,4.006701
seg_4587bb,5.761254
seg_45a8a9,3.2596362
seg_45b051,3.216433
seg_45e062,8.363676
seg_45e4ed,2.735271
seg_45e7ad,2.619786
seg_46012e,5.6808553
seg_460436,5.8519797
seg_461ab5,3.1203117
seg_461b63,2.6309614
seg_462c1d,4.732395
seg_464839,4.241885
seg_468bc9,7.537793
seg_468fdb,4.106365
seg_46a42b,2.6967375
seg_46b84d,5.138598
seg_46c6d3,6.447856
seg_46dd7c,1.12479
seg_4729a7,3.733151
seg_4743ab,6.1759405
seg_4743fa,8.340011
seg_476700,3.4325826
seg_476bdb,2.069248
seg_477c83,5.794372
seg_478327,4.1781044
seg_47a48f,7.481115
seg_47d374,3.6339996
seg_47fed6,5.3063173
seg_482745,3.5226328
seg_4848e3,3.7932856
seg_484901,3.0446868
seg_486973,3.7547734
seg_48a4b3,5.243552
seg_48a80c,1.8805664
seg_48b545,5.674458
seg_48feba,3.0164888
seg_490092,6.133892
seg_490d6e,4.9802194
seg_492dc6,3.78734
seg_49322d,5.258051
seg_49336f,3.501593
seg_495573,7.0195055
seg_496d07,3.1398854
seg_496dad,1.7882555
seg_49b0cb,7.4909415
seg_49d84b,4.28681
seg_49fdf0,6.4260097
seg_4a2525,7.0746555
seg_4a6096,3.117043
seg_4a719c,3.201031
seg_4a91a9,3.614736
seg_4a9e6b,4.9251027
seg_4a9e8d,4.698827
seg_4ab7bf,7.363296
seg_4abc29,2.811469
seg_4acc4b,2.4050548
seg_4ad5a2,3.7024233
seg_4ad674,2.8216224
seg_4adeda,5.651088
seg_4ae37c,6.2142696
seg_4ae712,7.133924
seg_4b0839,1.3115977
seg_4b4c91,4.926934
seg_4b4ffb,1.705039
seg_4b8044,2.4295697
seg_4b953a,2.601699
seg_4ba3d1,5.384738
seg_4c067a,4.704803
seg_4c12b2,3.2290578
seg_4c18e2,2.8038025
seg_4c3a2b,5.648697
seg_4c4995,3.5991182
seg_4c65e6,5.686277
seg_4c8db6,6.146599
seg_4ca6de,4.447573
seg_4cb0d7,3.795389
seg_4cb9c6,2.7640479
seg_4ce234,3.7296903
seg_4d0008,4.113237
seg_4d0041,5.5173407
seg_4d0c45,5.0830116
seg_4d18f4,3.0797002
seg_4d2671,4.5867915
seg_4d53c2,7.5053444
seg_4d5a4a,2.740008
seg_4d7c56,3.7869759
seg_4d8f0f,3.1561542
seg_4db886,6.7567554
seg_4db997,2.478813
seg_4dbbd1,5.8133216
seg_4ddddc,5.017854
seg_4dfa03,2.8606958
seg_4e0c4a,6.8238153
seg_4e2c66,2.1647606
seg_4e3bd7,2.2221417
seg_4e627b,3.329778
seg_4e9646,4.9235663
seg_4ea3fa,4.1951475
seg_4ea81c,2.4178314
seg_4eb127,3.4202552
seg_4eeaef,2.903616
seg_4eef28,5.2448997
seg_4f48b4,3.050375
seg_4f5931,6.940678
seg_4f76a2,4.0428867
seg_4f83a3,5.96422
seg_4fa87d,5.575402
seg_4fce5b,5.2662
seg_4fd191,2.3242009
seg_500108,4.7264466
seg_5009d9,3.804203
seg_500c80,5.249326
seg_502fab,6.1606417
seg_507065,2.9850852
seg_5090fa,5.0768557
seg_509d55,3.0426471
seg_50a667,2.5640483
seg_50b048,4.4471254
seg_50e270,5.3180394
seg_511d25,5.092331
seg_512b3e,6.6402383
seg_514543,2.951233
seg_5147e1,3.3535056
seg_514b85,6.998628
seg_5165a4,4.520065
seg_517345,4.0643597
seg_517425,1.2332895
seg_51865e,3.1969924
seg_518b1e,1.590979
seg_51b68c,7.49606
seg_51f0a2,2.9326296
seg_51f6fd,3.8132339
seg_521a88,5.567322
seg_523945,2.1769583
seg_524b39,4.990155
seg_5254ce,6.927427
seg_5255c0,4.2714
seg_52636c,2.0592728
seg_529be4,4.909157
seg_529c99,2.3163195
seg_52c139,7.9481287
seg_530a02,5.9755425
seg_53103b,2.895219
seg_5311d1,1.7036297
seg_533613,5.8825994
seg_53498a,2.095335
seg_53a557,2.8139033
seg_53a5fd,4.302024
seg_53bdf5,4.650492
seg_53caf1,5.4050884
seg_53d818,3.488648
seg_53e645,3.3971493
seg_53fa13,3.854276
seg_5407b0,3.2472968
seg_5445bc,3.9047322
seg_54490e,4.836029
seg_545fda,5.08347
seg_5467c8,5.148214
seg_546864,5.6313267
seg_5470ca,3.106259
seg_5495ca,0.58692056
seg_54af0d,2.1533768
seg_54b0ee,6.028856
seg_54d0f3,2.613618
seg_55239a,2.7394657
seg_552b8e,7.0987673
seg_5559d9,2.056152
seg_555f63,2.710007
seg_5597ed,3.3360102
seg_55a0c3,4.228405
seg_55a9a4,5.199777
seg_55b566,3.4644496
seg_55d50b,3.2407544
seg_561cf4,1.3420379
seg_563059,4.9202085
seg_5639b3,4.3274646
seg_566efe,7.5509834
seg_56e3e7,6.7063403
seg_56e6f1,3.6527555
seg_56ebc7,3.5808015
seg_570a20,5.0053916
seg_570d69,7.3401127
seg_572172,4.276452
seg_5759c9,4.308901
seg_5765b6,5.0018044
seg_578e84,6.4362316
seg_57908c,2.817314
seg_57b6c0,5.789667
seg_57dd68,6.3186364
seg_57ea44,1.552631
seg_580b65,5.2662897
seg_581fac,3.163236
seg_585872,6.0150805
seg_586726,2.515565
seg_586c0f,3.2823286
seg_5887a8,6.534565
seg_588f61,2.291277
seg_58d52d,6.367337
seg_58e74b,2.143244
seg_58e9f9,6.8751826
seg_58ea74,6.20773
seg_59058a,2.3141277
seg_590fa5,3.2287555
seg_591954,6.98444
seg_5924f5,3.0311136
seg_592807,5.181432
seg_593c34,3.0500624
seg_5965d8,2.3119347
seg_596ae3,3.7131267
seg_5975f4,2.421869
seg_597bd6,5.2418575
seg_59818b,3.7483916
seg_59cd7d,3.6300392
seg_59cfdb,7.4479938
seg_59d484,4.6025696
seg_59de0b,1.361884
seg_59e1db,3.9883666
seg_59eb97,4.8172574
seg_5a0479,4.8364177
seg_5a1adb,3.7459714
seg_5a242e,4.3536334
seg_5a67b5,5.3569927
seg_5a947e,4.3151584
seg_5abfdd,3.438133
seg_5ad847,2.6625307
seg_5b392b,2.4773839
seg_5b7325,2.8280044
seg_5b8c39,3.174616
seg_5bc0b0,4.873323
seg_5bd9ae,3.4916587
seg_5bdb47,3.5388474
seg_5bfbf0,3.2477088
seg_5c0929,1.3322414
seg_5c1a4d,2.7674365
seg_5c530f,3.0118856
seg_5c57a8,1.8136921
seg_5c8ae5,5.2444897
seg_5c9077,4.7005687
seg_5cd98b,1.7679936
seg_5cde88,1.3247201
seg_5cfba9,5.9515557
seg_5cfdc4,2.872735
seg_5d333e,6.2031975
seg_5d45db,4.7565923
seg_5d92af,4.9620996
seg_5d94b2,2.5987782
seg_5e020f,3.1004927
seg_5e0902,3.1042154
seg_5e1bba,3.808782
seg_5e541f,2.916164
seg_5e635a,2.6091144
seg_5e668a,7.474639
seg_5e70a7,6.2049704
seg_5e7abf,1.5731922
seg_5e8ef4,5.1130357
seg_5eb380,2.255919
seg_5ec0e3,6.4698305
seg_5ed47e,6.537382
seg_5ef47e,4.9949384
seg_5f0a92,3.34295
seg_5f24d3,6.119821
seg_5f352e,3.24906
seg_5f355e,4.8973327
seg_5f46a5,7.0799513
seg_5f7fd9,3.6919127
seg_5fe414,3.5976245
seg_60277f,3.2013175
seg_6074f9,3.098624
seg_607559,4.6314597
seg_60ab20,6.989732
seg_60b696,3.537998
seg_60dacd,7.3589864
seg_60df2a,4.5705824
seg_610379,2.9047918
seg_61219c,4.2128234
seg_613702,3.2638676
seg_614b50,1.6243527
seg_6153ca,6.964796
seg_6167f0,3.3347592
seg_616c8b,7.426576
seg_61b50d,3.511014
seg_61f504,4.279097
seg_620ee4,3.221628
seg_622e9d,2.3973248
seg_62331a,2.5303378
seg_6262c4,5.2798038
seg_629822,3.0441787
seg_62a403,7.249253
seg_62c582,2.6598752
seg_63130f,7.873182
seg_633651,4.060551
seg_634180,2.916561
seg_634f05,3.672142
seg_635770,4.683384
seg_63582a,8.174275
seg_63c13d,5.035181
seg_63c518,2.671684
seg_63c8e4,7.664655
seg_63c983,2.8189006
seg_63c9a3,3.3356063
seg_63d651,3.2825236
seg_6422d1,4.7990203
seg_643d1f,3.873291
seg_643f86,5.8932047
seg_64bcb9,5.476896
seg_64be5d,7.130163
seg_64be91,7.3991528
seg_64daae,2.3776033
seg_64dcf0,4.504065
seg_64f8dc,3.1013396
seg_650de2,1.4387622
seg_651808,3.3071597
seg_652cc2,2.400339
seg_655780,3.1721883
seg_655ad6,5.2751036
seg_655cae,2.8351395
seg_658bf4,2.20992
seg_659ff8,3.710314
seg_65b962,2.4446435
seg_65c4e1,3.8466995
seg_65ef95,2.6964
seg_65f01e,7.822625
seg_65fbac,4.7022853
seg_660fe1,2.3978646
seg_660fef,5.686943
seg_661629,2.3965313
seg_666056,1.8907433
seg_6681ee,2.4146466
seg_66820a,3.2503219
seg_6696d0,2.2245572
seg_66b7c3,5.2214904
seg_66e45a,3.962389
seg_66ed4d,2.9877138
seg_670bde,2.95799
seg_67330f,4.014399
seg_673c60,3.3504705
seg_67599b,3.7805493
seg_679dd2,5.0195565
seg_67aa76,3.603568
seg_68102c,8.152556
seg_683ddf,2.4652395
seg_686edc,3.4564931
seg_687a5c,2.7279842
seg_68a484,5.769386
seg_68da94,2.200141
seg_691a72,3.8802025
seg_692e7a,5.192976
seg_6951e0,3.2364712
seg_695380,1.552125
seg_696621,3.6037354
seg_6968c8,3.0398521
seg_69787a,5.9104023
seg_69a230,2.7406054
seg_69a53e,4.5892625
